title,published,text,link,og:site_name,og:url,site_description,name,url,scrape_time
Kriselinje til ukrainske flygtninge er næsten ikke blevet brugt,12.02.2023 00:00,Kriselinje til ukrainske flygtninge er næsten ikke blevet brugt,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
"Dagen starter grå og våd, men solen kommer senere",17.02.2023 00:00,"Der hænger skyer over hele landet i dag, og i starten af dagen vil de særligt mod øst give lidt regn.I løbet af dagen ændrer himlen sig dog, da der kommer en opklaring fra det nordvestlige hjørne. Det giver os lidt eller nogen sol i eftermiddag, hvor temperaturen også vil have rykket sig til et niveau mellem 4 og 8 grader.Vinden er svag til jævn, i dag fra syd, men senere drejer den mod vest og nordvest, hvor den også vil være tiltagende i styrke.I nat kan temperaturen kommer ned på frysepunktet, og kombineret med regn og slud kan det give glatte veje fredag morgen.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Putin vil sætte større fokus på produktion af atomvåben,23.02.2037 00:00,"Under en tale op til en russiske helligdag, som holdes torsdag, udtaler den russiske præsident, Vladimir Putin, at Rusland vil have større fokus på produktion af atomvåben. Det skriver Ritzau.- Som før vil vi have et øget fokus på at styrke den nukleare triade, siger han.Den nukleare triade er en henvisning til Ruslands arsenal af atomvåben til lands, til vands og i luften.Tirsdag annoncerede Putin, at Rusland vil suspendere en atomnedrustningsaftale, som landet indgik med USA i 2010. Onsdag stemte det russiske parlament for forslaget.Der er kun tale om en suspendering af aftalen, og det er derfor ikke umuligt, at Rusland på et tidspunkt vil træde ind i den igen.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Regeringen og Danske Regioner har indgået en aftale om akutplan,23.02.2054 00:00,"Regeringen og Danske Regioner har indgået en aftale om en akutplan for sundhedsvæsenet.Det skriver Indenrigs- og Sundhedsministeriet i en pressemeddelelse.Der inviteres til pressemøde klokken 9.15, hvor indholdet af aftalen vil blive præsenteret.Du kan følge pressemødet live på DRTV fra klokken 9.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Russisk gymnastikdronning hjælper Putin med at perfektionere parade,23.02.2023 07:04,Russisk gymnastikdronning hjælper Putin med at perfektionere parade,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
"Red Barnet oplever et stærkt stigende antal henvendelser fra drenge, der afpresses med nøgenbilleder",23.02.2023 07:01,"Red Barnet oplever et 'stærkt stigende' antal henvendelser fra drenge, der afpresses med nøgenbilleder",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Israel har udført luftangreb mod Gaza,23.02.2023 06:24,"Israel har natten til torsdag udført flere luftangreb mod Gaza, et af verdens tættest befolkede områder, efter at der angiveligt er blevet affyret raketter fra området.Det oplyser det israelske militær ifølge nyhedsbureauet Reuters.Ifølge militæret er der blevet affyret seks raketter fra Gazastriben, hvoraf fem blev skudt ned af Israels missilforsvarssystem. Den sjette faldt ned i et åbent område.Der var tidligt torsdag morgen ingen meldinger om, hvorvidt nogen skulle have mistet livet eller være kommet til skade i angrebet. Hvem der menes at have stået bag raketangrebet, står heller ikke helt klart.I går udførte israelske sikkerhedsstyrker en militæroperation i byen Nablus i den nordlige del af Vestbredden. Her blev 11 palæstinensere dræbt og flere end 100 såret.Der var ingen tab på israelsk side, oplyste det israelske militær i en pressemeddelelse efter.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Dødelighed blandt mødre er faldet over 20 år,23.02.2023 06:15,"Over en periode på 20 år er antallet af dødsfald relateret til graviditet eller fødsel blandt mødre faldet støt i Danmark.Det fremgår af nye tal fra Verdenssundhedsorganisation, WHO, som er udkommet natten til torsdag. Det skriver Ritzau.I rapporten ser FN-organisationen på årene 2000 til 2020 og antallet af dødsfald per 100.000 fødsler med levendefødte.I 2000 blevet tallet i Danmark anslået til at være otte, i 2005 samt 2010 var det syv, i 2015 var det seks, og i 2020 var det faldet til fem. Tallet er rundet op eller ned til nærmeste hele tal.Dermed går Danmark i den 20-årige periode fra otte mødredødsfald per 100.000 fødsler til fem.Med tallet ligger Danmark meget lavt internationalt set. Til sammenligning har nogle lande over 1.000 dødsfald per 100.000 fødsler, hvilket anses for at være ""ekstremt højt"" af WHO.Det gælder blandt andet lande som Tchad og Nigeria.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Regeringen får massiv vælgerlussing i ny måling,23.02.2023 06:02,Regeringen får massiv vælgerlussing i ny måling,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Journalist dræbt af skud i USA under dækning af drab,23.02.2023 05:51,"En angrebsmand skød onsdag mod to tv-journalister, der var i gang med at dække et drab, som fandt sted tidligere på dagen nær Orlando i Florida.Den ene journalist blev dræbt af skuddene. Herefter skød og dræbte angrebsmanden en niårig pige i et nærliggende hjem, mens pigens mor blev såret.Det oplyser sherif i Orange County John Mina på et pressemøde.En 19-årig mand er blevet anholdt som mistænkt i sagen om skuddene mod journalisterne og pigen samt hendes mor, skriver Ritzau.Den mistænkte er også sigtet for det drab på en kvinde i 20'erne, som journalisterne dækkede, da de blev angrebet.Det står ikke klart, om de to journalister var udset specifikt som mål for mandens dødelige angreb. Ifølge John Mina er det også er muligt, at den mistænkte forvekslede journalisterne med politi.De to journalister arbejdede som henholdsvis reporter og fotograf for Florida-tv-stationen Spectrum News 13.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Svensk regionspolitichef fundet død i eget hjem,24.02.2023 23:59,"Regionspolitichef i Stockholm, Mats Löfving, er fundet død i sit hjem. Det oplyser svensk politi ifølge nyhedsbureauet TT.- Det er med stor sorg og bestyrtelse, at jeg har modtaget nyheden om, at stedfortrædende rigspolitichef og regionspolitichef Mats Löfving er afgået ved døden. Det er yderst tragisk, siger rigspolitichef Anders Thornberg i en pressemeddelelse ifølge TT.Svensk politi ved endnu ikke, om der er tale om en forbrydelse, men de har åbnet en forundersøgelse om drab, hvilket er en standardprocedure, når hændelsen ikke kan klarlægges, lyder det.Mats Löfving blev 61 år og var hovedperson i en sag om et forhold, han havde til en tidligere efterretningschef i svensk politis nationale operative afdeling.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
Pentagon frigiver ballon-selfie af amerikansk pilot,24.02.2023 23:37,"Det amerikanske forsvarsministerium, Pentagon, har frigivet et billede af den kinesiske ballon, der blev skudt ned i starten af februar i amerikansk luftrum.Det skriver CNN.Billedet er en selfie taget af en pilot fra cockpittet på et amerikansk U-2 spionfly, der viser ballonen svæve i amerikansk territorium.I slutningen af sidste uge mødtes den amerikanske udenrigsminister, Anthony Blinken, og den kinesiske topdiplomat Wang Yi for første gang ansigt til ansigt siden ballonen blev skudt ned.Ifølge USA indeholdt ballonen overvågningsudstyr, men ifølge Kina var der tale om en vejrballon.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
"Champions League: Leipzig slog tilbage mod City, mens Inter sejrede til sidst",24.02.2023 22:55,"Onsdagens ottendedelsfinaler i Champions League kunne ikke helt leve op til tirsdagens festfyrværkeri, hvor der blev scoret hele ni mål.Tre mål bød onsdagens to kampe på. Flest scoringer faldt i kampen mellem RB Leipzig og Manchester City, da de to mandskaber spillede 1-1. Det var det første af to opgør om en plads i kvartfinalen.De engelske gæster kom foran efter knap en halv times spil, da Riyad Mahrez udnyttede en opspilsfejl i Leipzig-defensiven.Josko Gvardiol, den kroatiske Leipzig-stopper, gjorde dog skaden god igen ved at springe højest af alle og pande bolden ind midtvejs i anden halvleg.Samtidig med kampen i Leipzig havde Inter besøg af FC Porto. Her lignede det længe en nullert, men indskiftede Romelu Lukaku dukkede op fem minutter før slutfløjt og fik af to omgange sendt bolden i mål til slutresultatet 1-0.Dermed står Inter med de bedste kort på hånden inden returopgøret i Porto, mens spændingen er intakt til mødet på Etihad Stadium mellem Manchester City og Leipzig.Returopgørene spilles 14. marts.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,23.02.2023 07:17
