title,published,text,link,og:site_name,og:url,site_description,name,url,scrape_time
Advokatundersøgelse: Kommune kan ikke kritiseres for ikke at have grebet ind i sag kostskole-sag,10.01.2023 00:00,"En række tidligere elevers klager over krænkelser, vold og nedværdigende behandling på Gravenshoved Kostskole i Christiansfeld er troværdige.Det konkluderer en netop offentliggjort advokatundersøgelse af forholdene på kostskolen, der var drevet af Aalborg Kommune frem til 1992, hvor den lukkede.Samtidig fastslår undersøgelsen fra advokatfirmaet HjulmandKaptain, at det ikke ikke er dokumenteret, at Aalborg Kommune fik så alvorlige klager over forholdene på Gravenshoved Kostskole, at det kan kritiseres, at kommunen ikke greb ind.Kort før jul kom Syd- og Sønderjyllands Politi frem til, at der ikke kan rejses tiltale ved retten, da samtlige forhold er forældede. Og i en del tilfælde er der tale om forhold, der ikke var strafbare på daværende tidspunkt.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Tysk efterretningsofficer mistænkt for at lække statshemmeligheder til Rusland,09.01.2059 00:00,Tysk efterretningsofficer mistænkt for at lække statshemmeligheder til Rusland,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
"Mandag begynder med regn, men slutter tørt",09.01.2023 07:10,"I morgentimerne trækker regn op over primært Jylland og Fyn fra syd, men senere kommer der mere regn til det meste af landet.Det vil give os vand i løbet af formiddagen, men fra i eftermiddag vil det kun være de østlige egne, hvor det stadig regner. I de timer vil det hovedsageligt holde tørt i resten af landet, men der vil stadig være byger, der kan dukke op.Der er dog også plads til sol, især i det jyske.Temperaturen ligger mellem fire og syv grader, og vinden er let til frisk fra sydlige retninger. Temperaturen i nat kan nærme sig frysepunktet lokalt.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Sex & Samfund ønsker abortdebat: Foreslår grænse på 18 uger,09.01.2023 06:58,"I år er det 50 år siden, at aborten blev fri i Danmark, og at abortgrænsen blev lagt på 12 uger.Men spørger man organisationen Sex & Samfund, er den nuværende grænse ikke fulgt med tiden. Her ønsker man, at den hæves til minimum 18 uger, ligesom det er tilfældet i Sverige.- Der kan være flere betragtninger om, hvor en abortgrænse skal ligge. Vi har set på at sikre, at rettigheden for kvinden er så stærk som overhovedet mulig, siger organisationens generalsekretær, Majbrit Berlau i en pressemeddelelse.Hun mener også, at det er vigtigt at gøre opmærksom på, at kvinden får en række sundhedsinformationer om fostret efter den 12. graviditetsuge.- Disse har kvinden ikke mulighed for at agere på, hvis der skulle være et ønske om abort, medmindre hun får tilladelse af et såkaldt abortsamråd, siger generalsekretæren.Etisk Råd fortalte i december, at de ville kigge på da danske abortregler.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
"Kaldes mærkværdigt: Ahmed Samsam blev serveret på et sølvfad, men politiet afviste at efterforske ham",09.01.2023 06:30,"Kaldes 'mærkværdigt': Ahmed Samsam 'blev serveret på et sølvfad', men politiet afviste at efterforske ham",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Bolsonaro nægter at tage ansvar for stormløb – lokal guvernør afsat af Højesteret,09.01.2023 06:18,Bolsonaro nægter at tage ansvar for stormløb – lokal guvernør afsat af Højesteret,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Ifølge eksperter har Miljøstyrelsen blåstemplet ulovlig udledning af miljøfarlige stoffer: Nu kaldes ministeren i samråd,09.01.2023 06:04,Ifølge eksperter har Miljøstyrelsen blåstemplet ulovlig udledning af miljøfarlige stoffer: Nu kaldes ministeren i samråd,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Spillere med corona kan deltage i Australian Open,09.01.2023 06:04,"Hvis danske Holger Rune eller andre tennisspillere får en positiv coronatest ved dette års Australian Open, er det ikke et krav, at de siger det til arrangørerne.Det oplyser det australske tennisforbund, Tennis Australia, ifølge det australske medie The Age.Der vil heller ikke være obligatoriske testkrav for tennisspillere, fortæller direktøren for Tennis Australia, Craig Tiley.- Det er et normaliseret miljø for os, og ikke ulig ved cricket så vil der potentielt set være spillere, som deltager med covid-19, siger han.Det anbefales dog, at spillere, som ikke har det godt, bliver hjemme.Den anbefaling gælder også ansatte og de mange tilskuere. Alle bør lade sig teste, hvis de har det dårligt og selvisolere i mindst fem dage, hvis de er smittet, lyder det.Sidste år spillede coronavirus en stor rolle ved turneringen, hvor den serbiske tennisstjerne Novak Djokovic efter et juridisk tovtrækkeri måtte forlade Australien.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Biden kalder stormløb i Brasilien et angreb på demokratiet,09.01.2023 05:44,"En sværm af demonstranter brød afspærringer og brød ind i det brasilianske parlament, landets højesteret og præsidentpaladset, Palacio do Planalto.USA's præsident, Joe Biden, fordømmer angrebet fra tilhængere af den tidligere præsident Jair Bolsonaro.(Foto: © (Skærmbillede))- Jeg fordømmer angrebet på demokratiet og på den fredelige magtoverdragelse i Brasilien, skriver Biden på Twitter.- Brasiliens demokratiske institutioner har vores fulde støtte, og det brasilianske folks vilje må ikke undermineres. Jeg ser frem til at arbejde sammen med Lula.Billederne fra Brasilien vækker minder om begivenhederne i USA den 6. januar 2021, hvor tilhængere af den daværende amerikanske præsident, Donald Trump, stormede Kongressen i Washington D.C. i protest mod Joe Bidens valgsejr.Demonstranterne anerkender ikke præsident Lulas sejr i det seneste præsidentvalg.Udtalelsen fra Biden er blot én af mange fra internationale ledere, som fordømmer angrebet.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
Bolsonaro fordømmer stormløb og nægter ansvar,09.01.2023 03:19,"Mere end seks timer efter at tilhængere af Brasiliens tidligere præsident, Jair Bolsonaro, stormede kongressen, præsidentpaladset og højesteret i hovedstaden Brasilia reagerer Bolsonaro selv.- Fredelige demonstrationer, som det står i loven, udgør en del af demokratiet. Det gør plyndringer og invasioner af offentlige bygninger, som fandt sted i dag, og som dem, venstrefløjen gennemførte i 2013 og 2017, ikke, skriver han på TwitterBolsonaro henviser til tidligere demonstrationer i Brasilien.- Desuden afviser jeg de anklager, som er fremlagt uden beviser af chefen for Brasiliens nuværende regering, skriver han.Jair Bolsonaro hentyder til anklager fra landets nuværende præsident, Luiz Inácio Lula da Silva.Han har anklaget Bolsonaro for at ""tilskynde"" til volden via sociale medier fra byen Miami i Florida./ritzau/",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,09.01.2023 07:18
