title,published,text,link,og:site_name,og:url,site_description,name,url,scrape_time
Fra i dag skal du betale mere for at køre med bus og tog,24.01.2023 00:00,Fra i dag skal du betale mere for at køre med bus og tog,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
28-årig norsk kvinde er den yngste til at gå alene til Sydpolen,15.01.2034 00:00,"Norske Hedvig Hjertaker nåede i nat Sydpolen efter en 49 dage lang skitur.Hun er dermed den yngste nogensinde, som har gået alene til Sydpolen.På store dele af den 1.130 kilometer lange rute har der været kraftig modvind og helt ned til 40 minusgrader, skriver NRK.- Hun var udmattet, sulten og havde frostskader, da hun nåede frem, men har det efter forholdende godt, fortæller hendes manager, Andre Fjærestrand Bratli.Med sig på den ekstremt krævende rejse har hun haft en slæde med udstyr og mad, der vejede over 100 kilo.Hjertaker har gået på ski 12 timer om dagen, og har fået seks timers søvn. Resten af tiden er brugt på pakning, at spise og hvilepauser.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
Fly med 72 mennesker er styrtet ned i Nepal,15.01.2053 00:00,"Et fly er styrtet ned i Nepal, oplyser en talsmand fra Yeti Airlines ifølge nyhedsbureauet AFP.Der var 68 passagerer og 4 ansatte ombord på flyet, og nødreddere er i gang med at lede efter overlevende.Antallet af døde er endnu uvist, men både AFP og nyhedsbureauet Reuters skriver, at mindst 16 personer har mistet livet.- Redningsaktionen er i gang. Vi ved ikke for nuværende, om der er nogen overlevende, siger Sudarshan Bartaula, der er talsmand fra det nepalesiske flyselskab Yeti Airlines ifølge det franske nyhedsbureau AFP.Han fortæller videre, at der var ti udenlandske statsborgere om bord på flyet.Flyet styrtede ned nær byen Pokhara, der ligger i den vestlige del af landet.En talsmand for Nepals militær siger til Reuters, at flystyrtet er landets værste i løbet af de sidste 30 år.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
3.500 år gammel royal grav fundet ved Nilen,15.01.2055 00:00,"Ved Nilens vestbred har britiske og egyptiske arkæologer gjort et fund.Her har de fundet en forhistorisk grav i byen Luxor, som, de mener, er omkring 3.500 år gammel.Nyhedsbureauet Ritzau skriver, at graven menes at indeholde jordiske rester af en royal fra det 18. dynasti.- De første genstande, der indtil videre er blevet fundet inde i graven, indikerer, at den kan dateres til det 18. dynasti med faraoerne Akhenaton og Tutankhamun, siger Mostafa Waziri, der er leder af Egyptens råd for oldtiden.Det 18. dynasti er en del af den periode i Egypten, der er kendt som Det Nye Kongerige. Den sluttede sluttede 1292 før vor tidsregning og menes at være nogle af de mest fremgangsrige år i Egypten.Indgangen til graven ses her i nærheden af den egyptiske by Luxor. (Foto: © -, Ritzau Scanpix)Arkæologernes lejr foran udgravningen. (Foto: © -, Ritzau Scanpix)1 / 2Indgangen til graven ses her i nærheden af den egyptiske by Luxor. (Foto: © -, Ritzau Scanpix)1 / 2Arkæologernes lejr foran udgravningen. (Foto: © -, Ritzau Scanpix)2 / 2",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
Syvårig er i kritisk tilstand efter skyderi ved kirke i London - fem andre såret,15.01.2023 07:01,"En syvårig pige er i kritisk tilstand, efter at hun lørdag blev ramt af skud foran en romersk katolsk kirke i London.Fem andre personer blev også såret ved skyderiet, men de er alle uden for livsfare.Skyderiet skete efter en såkaldt sjælemesse, der blev afholdt for en mor og en datter, der døde i november, skriver Ritzau.Sørgende løb skrigende fra stedet ved kirken i den britiske hovedstad, mens der kunne høres skud.Politiet mener, at skuddene blev affyret fra et køretøj, der var i bevægelse, og som efterfølgende kørte fra stedet.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
"Ny undersøgelse: Sådan rammes børns indlæring, når forældrene går fra hinanden",15.01.2023 07:00,"Ny undersøgelse: Sådan rammes børns indlæring, når forældrene går fra hinanden",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
"Dagen starter med lidt sol, men så kommer blæsten",15.01.2023 06:55,"Dagen starter i dag med mulighed for lidt sol flere steder, men så vil skyerne og vinden overtage luftrummet med spredte byger, hvor der kan være hagl, der kan vare til mandag morgen oplyser DMI.DMI har udsendt et varsel for stormende kuling med vindstød af stormstyrke i store dele af landet, der fra klokken 9 vil gælde i Jylland og på Fyn, mens Sjælland og Bornholm vil rammes af blæsten fra klokken 14.Den kraftige vind presser vand fra Nordsøen ind mod Vestkysten, og derfor varsler DMI for forhøjet vandstand gældende fra tidligt søndag morgen.Mængden af regn i løbet af dagen i kombination med forhøjet vandstand vil give risiko for oversvømmelser fra vandløb.Temperaturerne vil ligge på mellem 3 og 7 grader.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
"Dansk fløj advarer om Bahrain-stjerne, som næsten kan gå på vandet, hvis han får lov",15.01.2023 06:54,"Dansk fløj advarer om Bahrain-stjerne, som næsten kan gå på vandet, hvis han får lov",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
Tre anholdt for drab efter fund af livløs mand i Aalborg,15.01.2023 06:35,"Lørdag aften blev en livløs mand fundet ved biblioteket på Rendsburggade i Aalborg. Kort efter fundet blev manden erklæret død, og Nordjyllands Politi vurderer, at der er tale om et drab, da manden har svære skader på kroppen.Politiet har lige nu anholdt to mænd og en kvinde for drab.- Vi er massivt til stede i området omkring Rendsburggade, Nytorv og Østerbro, og det vil vi være det meste af natten, mens de tekniske undersøgelser på gerningsstedet pågår.- Der ligger et stort efterforskningsarbejde foran os, hvor vi skal forsøge at klarlægge hele hændelsesforløbet både før og efter forbrydelsen, oplyser Sune Myrup, vicepolitiinspektør hos Nordjyllands Politi.Politiet er tidligt søndag morgen stadig til stede på gerningsstedet og beder om arbejdsro.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
Kraftig vind påvirker morgentrafikken,15.01.2023 06:28,"DMI har i dag varslet vindstød af stormstyrke, og det har i nat og her til morgen haft indflydelse på trafikken.Sydsjællands- og Lolland Falsters Politi skriver på Twitter, at et træ er væltet ud over Sydmotorvejen og har spærret vejbanerne i sydgående retning, men et af sporene er nu farbart.Politiet opfordrer derfor bilister til at køre forsigtigt på stedet, fordi de stadig arbejder på at rydde motorvejen.Derudover melder Vejdirektoratet, at vindfølsomme køretøjer frarådes at køre på Sallingsundbroen på grund af vinden. Broen forbinder øen Mors med halvøen Salling nord for Skive.Det frarådes også at passere Svendborgsundbroen mellem Svendborg på Sydfyn og Vindeby på Tåsinge samt Langelandsbroen på grund af vinden.Opdateret: Nye broer tilføjet.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,15.01.2023 07:16
