title,published,text,link,og:site_name,og:url,site_description,name,url,scrape_time
Boligpriserne faldt i januar - nærmer sig laveste niveau i to år,12.02.2023 00:00,"I januar blev det igen billigere at købe bolig i Danmark. Boligpriserne faldt således for syvende måned i træk, viser tal fra Boligsiden.Dog er prisfaldet mindre, end det der har været siden sommeren sidste år.Eksempelvis er de landsdækkende salgspriser for huse i årets første måned faldet med én procent sammenlignet med måneden før.Fra november til december faldt huspriserne med 2,6 procent.Det tyder ifølge boligsiden på, at prisfaldene på boligmarkedet begynder at aftage i styrke.Samtidig gør det nye prisfald, at boligmarkedet næsten er tilbage på niveau med 2021. I forhold til huse er den gennemsnitlige kvadratmeterpris blot 45 kroner over niveauet i februar 2021. Samme tendens tegner sig for ejerlejligheder, skriver Boligsiden.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
"Inflationen faldt lidt i januar - lå på 7,7 procent",14.02.2023 00:00,"Forbrugerpriserne var i januar 7,7 procent højere end samme måned sidste år, viser tal fra Danmarks Statistik.Det betyder, at inflationen er faldet en smule sammenlignet med måneden før, hvor den tilsvarende prisudvikling lå på 8,7 procent.Ifølge Danmarks Statistik skyldes faldet i inflation i høj grad prisændringer på el. Men prisændringer på fødevarer, fjernvarme og brændstof har trukket prisindekset op.Inflation er et udtryk for, hvor meget priserne stiger beregnet i procent. Når inflationen er lavere, betyder det altså ikke, at priserne falder, men derimod blot, at de stiger langsommere end tidligere.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
"Wagner-gruppen siger, at de ikke længere rekrutterer soldater i russiske fængsler",19.02.2023 00:00,"Den berygtede private lejehær Wagner-gruppen rekrutterer ikke længere soldater fra de russiske fængsler.Det skriver gruppens leder, Jevgenij Prigozjin, på det sociale medie Telegram.- Vi har indstillet rekrutteringen af fanger til Wagner PMC (private military company, red.). De, der arbejder for os nu, opfylder alle deres forpligtelser, skriver han ifølge CNN.Prigozjin skriver ikke, hvorfor man nu stopper rekrutteringen i fængslerne.Fanger, der har indvilget i at blive sendt til fronten i Ukraine, er blevet lovet, at de vil få annulleret deres straf efter seks måneders tjeneste i Wagner-gruppen.Det anslås, at mindst 40.000 indsatte siden krigens begyndelse er blevet hvervet af gruppen. Ud af dem er der meldinger om, at omkring 30.000 enten er blevet dræbt i kamp eller flygtet fra Wagner.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Luftsirener lyder over hele Ukraine,20.02.2023 00:00,"Her til morgen er der over hele Ukraine gang i luftsirenerne, der advarer befolkningen mod nye missilangreb og opfordrer dem til at søge skjul. Det skriver nyhedsbureauet Reuters.Det sker samme morgen, hvor flere russiske luftangreb har ramt Kharkiv i det nordøstlige Ukraine og Zaporizjzja i syd.I Kharkiv er strømforsyningerne ifølge lokale myndigheder slået ud som følge af angrebene. Der er foreløbigt ingen meldinger om sårede.- Der er en stor trussel om missilangreb. Jeg vil gerne understrege det igen - man skal ikke ignorere sirenerne, siger Serhiy Popko, chef for Kyivs militæradministration.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Opfordring fra Dyrenes Beskyttelse: Lad harekillinger blive i naturen,10.02.2023 07:18,"I starten af februar begynder de første harekillinger at dukke op i naturen.Hvis du finder en enlig harekilling, skal du ikke tage den med hjem, skriver Dyrenes Beskyttelse i en pressemeddelelse.Det er nemlig helt naturligt for harekillingen at bevæge sig alene rundt.- Når folk tager de små harekillinger med hjem for at hjælpe dem, så gør de en sund og tryg harekilling angst og stresset. Denne handling kan i yderste konsekvens slå harekillingen ihjel, siger Michael Carlsen, biolog ved Dyrenes Beskyttelse, i pressemeddelelsen.Sidste år fik Dyrenes Beskyttelse 708 henvendelser omhandlende harekillinger, som var fundet liggende alene.Hvis du finder en skadet eller syg harekilling, kan du ringe til Dyrenes Beskyttelses Vagtcentral på 1812.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
EU vil styrke overvågning af ydre grænser,10.02.2023 07:15,"EU-landenes stats- og regeringsledere er enige om, at der skal gøres mere for at bremse ""irregulær"" migration til EU.Derfor vil man blandt andet øge overvågningen af de ydre grænser og øge antallet af hjemsendelser for afviste asylansøgere, fastslog EU-Kommissionens formand, Ursula von der Leyen, efter afslutningen af et ekstraordinært EU-topmøde i Bruxelles torsdag.- Vi skal styrke de eksterne grænser for at forhindre irregulær migration. Det vil kræve mobil og stationær infrastruktur på de ydre grænser, siger Ursula von der Leyen.Hun undlader at nævne mure og hegn, som EU-Kommissionen ikke har været begejstret for at bruge fælles EU-penge på, skriver Ritzau. I stedet peger von der Leyen på mere overvågning.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Kunstskøjteløbere kritiserer manglende medaljer et år efter dopingskandale,10.02.2023 07:10,Kunstskøjteløbere kritiserer manglende medaljer et år efter dopingskandale,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Herfra skulle Danmark styres under atomkrig: Nu åbner underjordisk koldkrigsmuseum,10.02.2023 07:06,Herfra skulle Danmark styres under atomkrig: Nu åbner underjordisk koldkrigsmuseum,https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Amsterdam forbyder cannabis i Red Light District,10.02.2023 06:57,"Snart må man ikke længere gå igennem Amsterdams 'Red Light District', mens man ryger en joint.Byen har løftet sløret for en række nye regler, som blandt andet betyder, at det bliver ulovligt at ryge cannabis i kvarteret, som ligger i Amsterdams gamle by. Det skriver BBC.De nye regler skal forbedre forholdene for indbyggerne i området, som længe har klaget over forstyrrende turister.Byrådet har også besluttet, at restauranter og barer skal lukke klokken 02 fredag og lørdag, og at ingen nye besøgende vil få adgang til kvarteret efter klokken 01.Det er i forvejen ulovligt at sælge alkohol fra butikker og cafeer i 'Red Light District' fra torsdag til søndag efter klokken 16.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
Fredag bliver overskyet og giver os ugens første regnvejr,10.02.2023 06:25,"Siden i søndags har det holdt tørt i hele landet, men det ændrer sig i dag.Oven på en dag med mange skyer i hele landet, trækker en front med regn ind fra vest og nord i løbet af eftermiddagen.Det breder sig til hele landet i løbet af aftentimerne.De fleste steder vil der ifølge prognoserne falde 1-2 millimeter vand.Temperaturen vil i dag og i nat ligge mellem 4 og 7 grader med en let til frisk vind fra sydvest, langs kysterne kuling. Senere drejer vinden mod vest.",https://www.dr.dk,DR,https://www.dr.dk/nyheder,"DR nyheder - Hold dig opdateret. Få de seneste nyheder fra Danmark og udlandet. Læs om de største sager, Kultur, Politik, Viden & Sport her",DR,https://www.dr.dk/nyheder,10.02.2023 07:18
